city,price,reply time,guest favourite,host since,host Certification,room_type,host total listings count,consumer,total reviewers number,accommodates,bathrooms,bedrooms,beds,listing number,host response rate,host acceptance rate,sales,area
1,149,0.0,0,4834,1.0,3,18,0.41896892018693865,29,7,-0.48496418734974894,3,3,19,0.44105535025487397,-0.21086424085017696,23,1
1,119,1.0,1,4395,1.0,3,4,0.4967871953600339,85,2,-0.48496418734974894,1,1,6,0.44105535025487397,0.6319211478670901,141,1
1,84,0.0,0,4305,1.0,2,1,0.41507800642828396,39,2,0.2770157251836133,1,0,1,-2.5850174322876724,-2.6095611164300907,1,1
1,160,1.0,1,4089,1.0,3,2,0.5512599879812005,9,2,-0.48496418734974894,2,0,3,0.44105535025487397,0.5670915025811464,206,1
1,80,1.0,0,4086,1.0,3,1,0.45787805777348645,34,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.6319211478670901,216,1
1,190,1.0,1,4275,1.0,3,1,0.5707145567744745,18,8,0.2770157251836133,4,5,1,0.44105535025487397,0.6319211478670901,55,1
1,60,0.0,0,4147,1.0,3,4,0.3800597826003912,11,2,-0.48496418734974894,2,0,4,0.44105535025487397,-0.30810870877909247,365,1
1,83,0.0,0,4834,1.0,3,18,0.41507800642828396,47,2,-0.48496418734974894,1,1,19,0.44105535025487397,-0.21086424085017696,23,1
1,128,0.0,0,4277,1.0,3,1,0.4773326265667602,71,4,-0.48496418734974894,1,2,2,-0.7693737627621446,0.04845434029359735,293,1
1,150,0.0,0,4243,1.0,3,4,0.3139142487032603,18,4,-0.48496418734974894,1,2,4,0.44105535025487397,-0.9888199842815003,84,1
1,100,0.0,0,4084,1.0,3,1,0.4656598852907958,33,1,-0.48496418734974894,1,1,1,0.44105535025487397,-0.17844941820720514,31,1
1,200,0.0,0,4243,1.0,3,4,0.45009623025617673,24,7,-0.48496418734974894,3,4,4,0.44105535025487397,-0.9888199842815003,53,1
1,180,0.0,0,4243,1.0,3,4,0.3995143513936649,4,5,-0.48496418734974894,2,3,4,0.44105535025487397,-0.9888199842815003,25,1
1,99,1.0,0,4367,1.0,2,1,0.4773326265667602,115,2,0.2770157251836133,1,1,1,0.44105535025487397,0.6319211478670901,0,1
1,550,0.0,0,4225,1.0,3,1,0.4539871440148314,14,7,1.8009755502503377,4,4,1,-2.5850174322876724,-0.9888199842815003,212,1
1,111,1.0,1,4205,1.0,2,3,0.5318054191879267,111,1,-0.48496418734974894,1,1,5,0.44105535025487397,0.5022618572952027,213,1
1,80,0.0,0,4082,1.0,2,1,0.5512599879812005,18,1,0.2770157251836133,1,1,1,0.13844807200061943,-0.24327906349314882,29,1
1,109,0.0,0,4201,1.0,3,1,0.2049686634609269,5,2,-0.48496418734974894,1,1,1,-2.5850174322876724,-2.6095611164300907,8,1
1,90,1.0,0,4195,1.0,3,5,0.3878416101177005,34,2,-0.48496418734974894,0,1,5,0.1989695276514704,0.5346766799381745,127,1
1,115,0.0,0,4834,1.0,3,6,0.3839506963590459,35,2,-0.48496418734974894,1,2,6,0.25949098330232107,-0.11361977292126146,109,1
1,60,1.0,1,4291,1.0,2,1,0.5784963842917838,168,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.34018774408034386,202,1
1,140,0.0,0,4060,1.0,3,1,0.4890053678427246,169,1,-0.48496418734974894,1,1,1,0.44105535025487397,-0.01637530499234596,353,1
1,446,0.0,0,4054,1.0,3,1,0.4462053164975221,13,7,1.0389956377169756,3,3,1,-2.5850174322876724,-2.6095611164300907,0,1
1,143,1.0,1,4412,1.0,2,2,0.5590418154985102,507,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.6319211478670901,285,1
1,98,1.0,1,4424,1.0,3,1,0.5356963329465814,27,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.6319211478670901,200,1
1,70,0.0,0,4834,1.0,3,18,0.4539871440148314,50,2,-0.48496418734974894,1,1,19,0.44105535025487397,-0.21086424085017696,38,1
1,129,1.0,0,4395,1.0,3,4,0.2049686634609269,7,2,-0.48496418734974894,1,2,6,0.44105535025487397,0.6319211478670901,314,1
1,279,1.0,1,4182,1.0,3,1,0.5551509017398555,142,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.17811363086548468,305,1
1,206,0.0,0,4181,1.0,2,2,0.5318054191879267,91,2,-0.48496418734974894,1,2,2,-2.5850174322876724,-2.6095611164300907,0,1
1,68,0.0,0,4049,1.0,2,3,-2.129579591731929,0,2,1.0389956377169756,1,1,3,0.44105535025487397,-0.4377679993509795,0,1
1,25,0.0,0,4453,1.0,2,1,0.5395872467052364,22,2,-0.48496418734974894,2,2,2,-1.0719810410163992,-2.6095611164300907,70,1
1,108,0.0,0,4148,1.0,3,1,0.45009623025617673,41,2,-0.48496418734974894,1,1,1,0.44105535025487397,-1.2157237427823029,126,1
1,81,1.0,1,4169,1.0,2,2,0.5240235916706174,574,1,0.2770157251836133,1,0,2,0.44105535025487397,0.5670915025811464,31,1
1,145,1.0,0,5062,1.0,3,1,0.4695507990494505,39,3,-0.48496418734974894,1,1,2,0.44105535025487397,0.5022618572952027,49,1
1,1016,0.0,0,4167,1.0,3,1,0.5395872467052364,8,9,5.610875112917149,5,6,1,-2.5850174322876724,-2.6095611164300907,2,1
1,70,0.0,0,4328,1.0,2,1,0.49289628160137927,152,2,1.0389956377169756,1,1,1,-2.5850174322876724,-2.6095611164300907,0,1
1,200,0.0,0,4346,1.0,3,1,0.4967871953600339,4,2,1.0389956377169756,1,2,1,0.44105535025487397,-0.17844941820720514,360,1
1,87,0.0,0,4152,1.0,2,1,0.527914505429272,136,1,-0.48496418734974894,1,1,1,-0.16415920625363514,-1.1184792748533874,17,1
1,196,0.0,0,4147,1.0,3,4,0.5356963329465814,13,2,-0.48496418734974894,0,0,4,0.44105535025487397,-0.30810870877909247,365,1
1,255,0.0,0,4202,1.0,3,5,0.48511445408406956,29,2,-0.48496418734974894,1,2,5,0.44105535025487397,-0.30810870877909247,43,1
1,189,1.0,1,4039,1.0,2,1,0.527914505429272,663,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.437432212009259,175,1
1,408,1.0,1,4151,1.0,3,1,0.5356963329465814,312,4,-0.48496418734974894,2,2,1,0.44105535025487397,0.437432212009259,299,1
1,350,0.0,0,4112,1.0,3,1,0.4034052651523196,67,3,-0.48496418734974894,1,1,1,0.44105535025487397,-2.6095611164300907,335,1
1,186,0.0,0,4712,1.0,3,2,0.4656598852907958,516,4,-0.48496418734974894,1,2,2,-2.5850174322876724,-2.6095611164300907,0,1
1,95,1.0,0,4104,1.0,2,2,0.4384234889802124,42,2,-0.48496418734974894,1,1,2,0.25949098330232107,0.2753580987944002,297,1
1,100,0.0,0,3906,1.0,3,1,0.4656598852907958,7,3,-0.48496418734974894,2,2,1,-2.5850174322876724,-2.6095611164300907,296,1
1,70,0.0,0,4834,1.0,3,18,0.5356963329465814,33,2,-0.48496418734974894,0,0,19,0.44105535025487397,-0.21086424085017696,23,1
1,499,0.0,0,4059,1.0,3,1,0.4539871440148314,16,4,-0.48496418734974894,2,2,1,-2.5850174322876724,-2.6095611164300907,187,1
1,275,0.0,0,4025,1.0,3,1,-2.129579591731929,0,6,0.2770157251836133,4,4,2,0.44105535025487397,-2.6095611164300907,92,1
1,70,0.0,0,4834,1.0,3,18,0.4111870926696293,38,2,-0.48496418734974894,1,0,19,0.44105535025487397,-0.21086424085017696,114,1
1,99,1.0,1,4104,1.0,2,2,0.5162417641533077,40,2,-0.48496418734974894,1,1,2,0.25949098330232107,0.2753580987944002,294,1
1,125,1.0,1,3896,1.0,2,1,0.5668236430158194,456,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.6319211478670901,202,1
1,131,1.0,0,4010,1.0,3,1,0.4539871440148314,88,4,-0.48496418734974894,1,2,1,0.44105535025487397,0.5346766799381745,302,1
1,285,0.0,0,3895,1.0,3,35,0.3800597826003912,38,8,-0.48496418734974894,2,4,35,0.04766588852434295,0.04845434029359735,290,1
1,114,0.0,0,4009,1.0,2,1,0.5940600393264029,5,2,0.2770157251836133,1,1,1,-2.5850174322876724,-0.11361977292126146,1,1
1,130,1.0,0,4324,1.0,3,1,0.42675074770424837,37,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.3726025667233157,0,1
1,149,0.0,0,3895,1.0,2,35,0.4345325752215577,17,2,-0.48496418734974894,1,1,35,0.04766588852434295,0.04845434029359735,266,1
1,72,0.0,0,4007,1.0,3,1,-2.129579591731929,0,3,-0.48496418734974894,1,0,1,-2.5850174322876724,-2.6095611164300907,113,1
1,76,1.0,1,4169,1.0,2,2,0.5201326779119624,410,1,0.2770157251836133,1,1,2,0.44105535025487397,0.5670915025811464,40,1
1,152,0.0,0,4013,1.0,3,1,0.45009623025617673,52,2,-0.48496418734974894,1,1,1,-0.16415920625363514,0.6319211478670901,83,1
1,218,1.0,1,3888,1.0,3,10,0.5590418154985102,126,2,-0.48496418734974894,1,1,11,0.44105535025487397,0.4698470346522309,86,1
1,120,1.0,1,3887,1.0,3,1,0.5707145567744745,82,6,-0.48496418734974894,2,3,1,0.44105535025487397,0.6319211478670901,152,1
1,95,0.0,0,4004,1.0,2,1,0.5434781604638911,23,1,-0.48496418734974894,1,1,1,0.44105535025487397,-0.01637530499234596,0,1
1,211,1.0,0,4027,1.0,3,1,0.4034052651523196,162,3,-0.48496418734974894,0,1,1,0.44105535025487397,0.5022618572952027,243,1
1,199,0.0,0,3895,1.0,2,35,0.4462053164975221,13,4,-0.48496418734974894,1,2,35,0.04766588852434295,0.04845434029359735,111,1
1,115,0.0,0,5035,1.0,3,3,0.5940600393264029,5,2,1.0389956377169756,2,2,4,0.44105535025487397,-0.4377679993509795,236,1
1,129,0.0,0,3895,1.0,2,35,0.2049686634609269,24,2,-0.48496418734974894,1,0,35,0.04766588852434295,0.04845434029359735,278,1
1,214,0.0,0,2149,1.0,3,1,0.5784963842917838,50,4,-0.48496418734974894,2,0,1,-2.5850174322876724,-2.6095611164300907,365,1
1,233,0.0,0,3895,1.0,3,35,0.32947790373787933,66,5,-0.48496418734974894,1,2,35,0.04766588852434295,0.04845434029359735,324,1
1,150,0.0,0,4243,1.0,3,4,0.2283141460128553,18,4,-0.48496418734974894,2,3,4,0.44105535025487397,-0.9888199842815003,176,1
1,245,0.0,0,3895,1.0,3,35,0.4462053164975221,69,6,-0.48496418734974894,1,3,35,0.04766588852434295,0.04845434029359735,306,1
1,103,0.0,0,3989,1.0,3,1,0.5045690228773433,13,2,-0.48496418734974894,1,1,1,-2.5850174322876724,-0.4377679993509795,351,1
1,279,0.0,0,3881,1.0,3,1,0.5784963842917838,25,6,1.0389956377169756,3,5,1,-2.5850174322876724,-0.4377679993509795,133,1
1,256,0.0,0,4031,1.0,3,20,-2.129579591731929,0,4,1.0389956377169756,2,2,20,0.44105535025487397,-0.6646717578517823,55,1
1,225,1.0,1,3982,1.0,3,1,0.5512599879812005,37,4,0.2770157251836133,3,4,1,0.44105535025487397,0.6319211478670901,352,1
1,192,0.0,0,4031,1.0,3,20,-2.129579591731929,0,4,-0.48496418734974894,1,2,20,0.44105535025487397,-0.6646717578517823,2,1
1,85,1.0,0,4739,1.0,3,5,0.39173252387635554,43,4,-0.48496418734974894,1,3,5,0.44105535025487397,0.6319211478670901,116,1
1,155,1.0,1,4263,1.0,2,2,0.5356963329465814,133,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.6319211478670901,359,1
1,95,1.0,0,3880,1.0,2,4,0.47344171280810554,194,2,-0.48496418734974894,1,1,11,0.32001243895317205,0.3726025667233157,20,1
1,950,1.0,0,3974,1.0,3,2,0.49289628160137927,57,6,2.5629554627837,3,3,2,0.44105535025487397,0.30777292143737206,23,1
1,65,0.0,0,4631,1.0,3,1,0.2049686634609269,1,2,-0.48496418734974894,1,1,1,-1.5864134140486321,-2.6095611164300907,0,1
1,140,1.0,1,4082,1.0,3,1,0.5590418154985102,55,4,1.0389956377169756,2,2,1,0.44105535025487397,0.6319211478670901,82,1
1,125,1.0,0,4505,1.0,3,2,-2.129579591731929,0,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.6319211478670901,183,1
1,93,0.0,0,3965,1.0,3,2,0.4034052651523196,60,2,-0.48496418734974894,1,1,2,0.44105535025487397,-2.6095611164300907,319,1
1,869,1.0,1,5320,1.0,3,1,0.5240235916706174,147,10,1.8009755502503377,5,5,1,0.44105535025487397,0.14569880822251285,325,1
1,137,0.0,0,4834,1.0,3,18,0.3411506450138434,26,6,-0.48496418734974894,3,3,19,0.44105535025487397,-0.21086424085017696,0,1
1,146,0.0,0,3856,1.0,3,1,0.2827869386340222,5,2,-0.48496418734974894,1,2,1,-2.5850174322876724,-2.6095611164300907,115,1
1,59,1.0,1,3908,1.0,2,2,0.5473690742225458,49,1,0.2770157251836133,1,1,5,0.44105535025487397,0.4698470346522309,24,1
1,116,1.0,1,3960,1.0,3,2,0.527914505429272,105,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.5670915025811464,130,1
1,187,0.0,0,4354,1.0,3,1,0.5045690228773433,22,6,0.2770157251836133,3,3,1,0.44105535025487397,-2.6095611164300907,351,1
1,249,1.0,0,3846,1.0,3,1,0.5318054191879267,60,4,1.8009755502503377,2,4,9,0.44105535025487397,0.5995063252241182,115,1
1,249,1.0,1,4728,1.0,3,1,0.5746054705331292,21,5,1.8009755502503377,3,3,2,0.44105535025487397,0.40501738936628756,218,1
1,90,0.0,0,4834,1.0,3,18,0.4462053164975221,21,2,-0.48496418734974894,1,1,19,0.44105535025487397,-0.21086424085017696,101,1
1,153,0.0,0,3876,1.0,2,1,0.5590418154985102,221,2,-0.48496418734974894,1,0,1,0.44105535025487397,-1.5398719692120209,0,1
1,100,0.0,0,3947,1.0,2,1,0.5395872467052364,43,2,1.0389956377169756,1,1,1,-2.5850174322876724,-2.6095611164300907,186,1
1,85,1.0,0,4423,1.0,2,1,0.5045690228773433,592,3,-0.48496418734974894,1,2,1,0.44105535025487397,0.6319211478670901,340,1
1,150,1.0,1,3842,1.0,3,1,0.5240235916706174,250,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.6319211478670901,235,1
1,150,0.0,0,4625,1.0,3,2,0.42285983394559334,9,1,-0.48496418734974894,1,1,2,0.44105535025487397,-0.30810870877909247,111,1
1,75,1.0,1,4623,1.0,3,2,0.527914505429272,12,2,-0.48496418734974894,1,0,2,0.44105535025487397,0.08086916293656919,58,1
1,70,0.0,0,3825,1.0,3,15,0.512350850394653,71,2,-0.48496418734974894,1,1,15,0.44105535025487397,-0.8915755163525848,63,1
1,151,1.0,0,3823,1.0,2,10,0.010422975528188893,2,2,-0.48496418734974894,1,1,11,0.44105535025487397,0.6319211478670901,0,1
1,88,0.0,0,3935,1.0,2,2,0.5084599366359983,33,2,-0.48496418734974894,1,0,2,0.44105535025487397,-2.6095611164300907,129,1
1,75,0.0,0,4020,1.0,3,1,0.5746054705331292,19,2,-0.48496418734974894,1,2,1,0.44105535025487397,-0.17844941820720514,234,1
1,73,0.0,0,4254,1.0,3,1,0.4539871440148314,11,2,-0.48496418734974894,1,1,1,0.44105535025487397,-1.7991905503557954,77,1
1,130,0.0,0,4555,1.0,3,1,0.49289628160137927,100,2,-0.48496418734974894,1,1,1,0.44105535025487397,-0.37293835406503617,320,1
1,57,1.0,1,3819,1.0,2,2,0.5668236430158194,95,2,-0.48496418734974894,4,1,3,0.44105535025487397,0.6319211478670901,356,1
1,76,1.0,1,3968,1.0,2,2,0.512350850394653,29,1,0.2770157251836133,1,1,2,0.44105535025487397,0.6319211478670901,0,1
1,200,1.0,0,3925,1.0,3,2,0.45009623025617673,74,2,-0.48496418734974894,1,1,2,0.44105535025487397,0.6319211478670901,275,1
1,125,1.0,1,3810,1.0,2,1,0.5356963329465814,247,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.34018774408034386,239,1
1,133,0.0,0,4031,1.0,3,20,-2.129579591731929,0,4,-0.48496418734974894,1,1,20,0.44105535025487397,-0.6646717578517823,20,1
1,128,1.0,0,4604,1.0,3,4,0.4111870926696293,49,2,-0.48496418734974894,1,1,4,0.44105535025487397,0.34018774408034386,115,1
1,133,1.0,0,4162,1.0,3,12,0.39562343763501023,65,3,-0.48496418734974894,1,2,17,0.44105535025487397,0.5346766799381745,241,1
1,370,1.0,1,3867,1.0,3,1,0.5162417641533077,70,4,0.2770157251836133,3,4,1,0.44105535025487397,0.14569880822251285,283,1
1,180,0.0,0,5034,1.0,3,1,0.5395872467052364,205,3,-0.48496418734974894,2,2,1,0.44105535025487397,-1.3129682107112182,90,1
1,130,0.0,0,4102,1.0,2,1,0.5629327292571649,184,2,-0.48496418734974894,1,1,1,0.44105535025487397,-0.5998421125658386,145,1
1,225,1.0,1,4368,1.0,3,1,0.5746054705331292,20,3,0.2770157251836133,1,2,1,0.44105535025487397,0.14569880822251285,353,1
1,85,1.0,0,3976,1.0,2,1,0.5240235916706174,66,2,1.0389956377169756,1,0,1,0.44105535025487397,0.5670915025811464,59,1
1,70,0.0,0,4323,1.0,3,1,0.4773326265667602,58,4,-0.48496418734974894,1,0,1,0.44105535025487397,-0.17844941820720514,178,1
1,180,0.0,0,3778,1.0,2,1,0.5940600393264029,9,2,-0.48496418734974894,1,1,1,-2.5850174322876724,-2.6095611164300907,0,1
1,59,1.0,1,3908,1.0,2,2,0.5240235916706174,46,2,0.2770157251836133,1,1,5,0.44105535025487397,0.4698470346522309,83,1
1,449,0.0,0,4264,1.0,3,1,0.5356963329465814,46,7,1.0389956377169756,3,4,1,-1.0719810410163992,-1.4102126786401337,151,1
1,170,0.0,0,5015,1.0,3,11,0.5940600393264029,3,2,-0.48496418734974894,1,1,11,0.44105535025487397,-0.30810870877909247,115,1
1,170,0.0,0,3906,1.0,3,1,0.5045690228773433,425,4,0.2770157251836133,1,2,1,-2.5850174322876724,-2.6095611164300907,0,1
1,275,1.0,0,4447,1.0,3,3,0.5201326779119624,52,5,-0.48496418734974894,2,2,3,0.44105535025487397,0.30777292143737206,115,1
1,125,0.0,0,3740,1.0,3,1,-2.129579591731929,0,2,-0.48496418734974894,1,1,1,-2.5850174322876724,-2.6095611164300907,159,1
1,105,0.0,0,3739,1.0,3,1,0.5551509017398555,20,4,-0.48496418734974894,1,3,1,-2.5850174322876724,-0.9888199842815003,207,1
1,115,0.0,0,3769,1.0,3,1,0.5746054705331292,20,4,1.0389956377169756,4,4,1,0.44105535025487397,-1.4426275012831056,193,1
1,259,0.0,0,3736,1.0,3,16,0.3372597312551887,67,4,1.0389956377169756,2,3,17,0.07792661634976844,-2.3502425352863163,0,1
1,272,0.0,0,3768,1.0,3,2,0.5629327292571649,65,4,-0.48496418734974894,2,2,2,0.44105535025487397,-0.08120495027828963,93,1
1,238,1.0,0,3761,1.0,3,1,0.527914505429272,23,4,-0.48496418734974894,2,2,1,0.44105535025487397,0.6319211478670901,123,1
1,185,1.0,1,4664,1.0,3,1,0.5162417641533077,10,3,1.0389956377169756,3,2,6,0.44105535025487397,0.5022618572952027,300,1
1,129,0.0,0,4327,1.0,3,1,0.5551509017398555,10,2,-0.48496418734974894,1,0,1,0.44105535025487397,-2.6095611164300907,189,1
1,125,0.0,0,3758,1.0,3,1,0.5940600393264029,1,4,1.0389956377169756,2,2,1,0.44105535025487397,-2.6095611164300907,63,1
1,126,1.0,0,4035,1.0,3,1,0.4773326265667602,573,5,-0.48496418734974894,2,4,1,0.44105535025487397,0.6319211478670901,211,1
1,130,1.0,1,4505,1.0,3,2,0.5940600393264029,8,3,1.0389956377169756,2,2,2,0.44105535025487397,0.6319211478670901,23,1
1,155,0.0,0,4276,1.0,3,1,0.5940600393264029,1,2,-0.48496418734974894,1,1,1,0.44105535025487397,-1.5398719692120209,275,1
1,66,0.0,0,4154,1.0,2,2,0.4539871440148314,100,1,-0.48496418734974894,1,1,2,0.44105535025487397,-0.01637530499234596,197,1
1,29,1.0,0,4441,1.0,2,5,0.35282338628980775,37,1,-0.48496418734974894,4,1,5,0.44105535025487397,0.17811363086548468,52,1
1,120,1.0,0,3746,1.0,3,1,0.4462053164975221,62,2,-0.48496418734974894,1,1,1,0.44105535025487397,0.6319211478670901,105,1
1,218,0.0,0,3928,1.0,3,2,0.4695507990494505,50,4,1.0389956377169756,2,2,3,-0.04311629495193353,-1.0536496295674438,92,1
1,210,1.0,1,4089,1.0,3,2,0.5045690228773433,239,2,-0.48496418734974894,1,1,3,0.44105535025487397,0.5670915025811464,111,1
